1 , 89675
3 , 105251
5 , 115838
7 , 120026
9 , 126072
11 , 132428
13 , 140200
15 , 147137
17 , 153825
19 , 165163
21 , 166970
23 , 174224
25 , 177322
27 , 184008
29 , 186389
31 , 191387
33 , 196690
35 , 205696
37 , 206408
39 , 209401
41 , 215283
43 , 217602
45 , 219761
47 , 226639
49 , 229656
51 , 231823
53 , 237376
55 , 239925
57 , 245925
59 , 251525
61 , 254961
63 , 257997
65 , 263461
67 , 269326
69 , 270021
71 , 277018
73 , 277602
75 , 281032
77 , 283191
79 , 284969
81 , 290520
83 , 293542
85 , 293864
87 , 296693
89 , 298443
91 , 300208
93 , 300248
95 , 301012
97 , 308872
99 , 308872
101 , 310554
103 , 311864
105 , 311926
107 , 312227
109 , 313311
111 , 314828
113 , 316409
115 , 317832
117 , 318628
119 , 318966
121 , 319214
123 , 321139
125 , 323184
127 , 324709
129 , 325175
131 , 326517
133 , 327914
135 , 328822
137 , 331735
139 , 335179
141 , 336336
143 , 337083
145 , 338275
147 , 338303
149 , 338303
151 , 338338
153 , 338338
155 , 338338
157 , 339628
159 , 339628
161 , 339628
163 , 340930
165 , 340772
167 , 340772
169 , 340772
171 , 341580
173 , 342936
175 , 342951
177 , 342951
179 , 342962
181 , 345787
183 , 345787
185 , 347532
187 , 347712
189 , 347712
191 , 347717
193 , 347717
195 , 347720
197 , 347725
199 , 347725
201 , 349210
203 , 349245
205 , 350712
207 , 351470
209 , 351620
211 , 351736
213 , 353016
215 , 353119
217 , 356288
219 , 356288
221 , 356288
223 , 356288
225 , 357426
227 , 356288
229 , 356311
231 , 356311
233 , 356311
235 , 356634
237 , 356634
239 , 356634
241 , 356922
243 , 357618
245 , 357618
247 , 357898
249 , 357906
251 , 357906
253 , 357906
255 , 359451
257 , 359451
259 , 359451
261 , 359451
263 , 361526
265 , 361526
267 , 361526
269 , 363383
271 , 364897
273 , 365323
275 , 367937
277 , 367937
279 , 368277
281 , 368397
283 , 368397
285 , 368397
287 , 368397
289 , 368397
291 , 368397
293 , 368397
295 , 368397
297 , 368397
299 , 368397
301 , 368397
303 , 368397
305 , 368397
307 , 368397
309 , 368397
311 , 368986
313 , 368986
315 , 368986
317 , 368986
319 , 368986
321 , 368986
323 , 368986
325 , 368986
327 , 368986
329 , 368986
331 , 368986
333 , 368986
335 , 368986
337 , 368986
339 , 368986
341 , 368986
343 , 368986
345 , 368986
347 , 368986
349 , 368986
351 , 368986
353 , 368986
355 , 368986
357 , 368986
359 , 368986
361 , 368986
363 , 368986
365 , 368992
367 , 368992
369 , 368986
371 , 368986
373 , 368986
375 , 368986
377 , 368986
379 , 368986
381 , 368986
383 , 368986
385 , 368986
387 , 368986
389 , 368986
391 , 368986
393 , 368986
395 , 368986
397 , 368986
399 , 368986
401 , 368986
403 , 368986
405 , 368986
407 , 368986
409 , 368986
411 , 368986
413 , 368986
415 , 368992
417 , 368992
419 , 368992
421 , 368992
423 , 368992
425 , 368992
427 , 368992
429 , 368992
431 , 368992
433 , 368992
435 , 368992
437 , 368992
439 , 368992
441 , 368992
443 , 368992
445 , 368992
447 , 368992
449 , 368992
451 , 368992
453 , 368992
455 , 368992
457 , 368992
459 , 368992
461 , 368992
463 , 368992
465 , 368992
467 , 368992
469 , 368992
471 , 368992
473 , 368992
475 , 368992
477 , 368992
479 , 368992
481 , 368992
483 , 368992
485 , 368992
487 , 368992
489 , 368992
491 , 368992
493 , 368992
495 , 368992
497 , 368992
499 , 368992
1 , 63069
3 , 82609
5 , 96251
1 , 44284
3 , 51712
5 , 61896
7 , 68788
9 , 73865
11 , 76106
13 , 83060
15 , 87191
17 , 89718
19 , 96348
21 , 103915
23 , 109240
25 , 114291
27 , 119469
29 , 127838
31 , 130776
33 , 134507
35 , 140404
37 , 142106
39 , 146382
41 , 151214
43 , 159524
45 , 169376
47 , 171093
49 , 179753
51 , 189203
53 , 191273
55 , 192768
57 , 197551
59 , 200351
61 , 218740
63 , 224958
65 , 231512
67 , 235849
69 , 236841
71 , 239027
73 , 248847
75 , 254152
77 , 259480
79 , 264198
81 , 265333
83 , 271074
85 , 271669
87 , 277904
89 , 279793
91 , 284536
93 , 287446
95 , 288051
97 , 290630
99 , 291910
101 , 293115
103 , 296120
105 , 294839
107 , 296142
109 , 301360
1 , 113271
3 , 119416
1 , 52164
3 , 73122
5 , 83111
7 , 87453
9 , 100592
11 , 104888
13 , 115190
15 , 129592
17 , 138633
19 , 156230
21 , 155092
23 , 169537
25 , 177311
27 , 186236
29 , 188642
31 , 195193
33 , 197487
35 , 201778
37 , 205256
39 , 210400
41 , 211938
43 , 215998
45 , 218855
47 , 222362
49 , 228363
51 , 230446
1 , 89512
1 , 65137
3 , 90096
