1 , 64625
3 , 81462
5 , 82601
7 , 88481
9 , 90763
11 , 90507
13 , 93663
15 , 95699
17 , 94709
19 , 96782
21 , 99946
23 , 100623
25 , 103411
27 , 104949
29 , 110348
31 , 108364
33 , 113216
35 , 114403
37 , 114463
39 , 119025
41 , 126346
43 , 124250
45 , 133943
47 , 133326
49 , 129281
51 , 129962
53 , 129350
55 , 137602
57 , 129631
59 , 132602
61 , 138515
63 , 138074
65 , 131667
67 , 137190
69 , 134023
71 , 138280
73 , 150376
75 , 145793
77 , 150188
79 , 142388
81 , 144533
83 , 147694
85 , 159897
87 , 158294
89 , 162708
91 , 162865
93 , 169124
95 , 170138
97 , 173078
99 , 168923
101 , 176144
103 , 169568
105 , 166611
107 , 165831
109 , 169899
111 , 166037
113 , 167714
115 , 158469
117 , 166679
119 , 164541
121 , 167886
123 , 162516
125 , 166734
127 , 174345
129 , 168239
131 , 166714
133 , 170954
135 , 169355
137 , 167908
139 , 170684
141 , 175920
143 , 175850
145 , 177376
147 , 178796
149 , 176604
151 , 170764
153 , 172090
155 , 170396
157 , 179188
159 , 176570
161 , 173411
163 , 171933
165 , 166941
167 , 166183
169 , 166055
171 , 162391
173 , 174365
175 , 162549
177 , 153496
179 , 159170
181 , 159968
183 , 152469
185 , 160603
187 , 159674
189 , 169017
191 , 169143
193 , 171257
195 , 170088
197 , 170149
199 , 172833
201 , 168499
203 , 174065
205 , 166087
207 , 167258
209 , 169882
211 , 174242
213 , 183851
215 , 183678
217 , 175769
219 , 180766
221 , 180788
223 , 180688
225 , 177645
227 , 182379
229 , 183102
231 , 181422
233 , 176677
235 , 180984
237 , 182705
239 , 183313
241 , 185195
243 , 186084
245 , 186933
247 , 187884
249 , 190413
251 , 190747
253 , 190435
255 , 177019
257 , 178570
259 , 181621
261 , 178110
263 , 178729
265 , 179112
267 , 175266
269 , 175281
271 , 173419
273 , 178163
275 , 174313
277 , 179130
279 , 182041
281 , 178948
283 , 185317
285 , 184060
287 , 188974
289 , 184680
291 , 182881
293 , 184868
295 , 190257
297 , 190962
299 , 190690
301 , 193642
303 , 184866
305 , 185105
307 , 187637
309 , 179550
311 , 177973
313 , 177265
315 , 180593
317 , 178992
319 , 182282
321 , 192246
323 , 189219
325 , 173265
327 , 173757
329 , 173112
331 , 173536
333 , 169148
335 , 168993
337 , 165575
339 , 171320
341 , 172610
343 , 167924
345 , 168949
347 , 167478
349 , 172764
351 , 170696
353 , 170040
355 , 172921
357 , 176631
359 , 177803
361 , 175572
363 , 176272
365 , 171077
367 , 173711
369 , 171924
371 , 169561
373 , 176179
375 , 176179
377 , 175274
379 , 172163
381 , 172292
383 , 179324
385 , 174827
387 , 175473
389 , 172534
391 , 178008
393 , 170533
395 , 173898
397 , 175243
399 , 177682
401 , 181552
403 , 181113
405 , 181390
407 , 180432
409 , 182599
411 , 184301
413 , 189612
415 , 181107
417 , 183441
419 , 178518
421 , 184119
423 , 187271
425 , 188081
427 , 182567
429 , 183326
431 , 180311
433 , 173609
435 , 178859
437 , 171068
439 , 173788
441 , 174007
443 , 165590
445 , 174801
447 , 173783
449 , 174352
451 , 172078
453 , 169399
455 , 168516
457 , 170978
459 , 171204
461 , 171419
463 , 176909
465 , 180367
467 , 173044
469 , 174062
471 , 170663
473 , 168427
475 , 166632
477 , 167161
479 , 168869
481 , 169746
483 , 176594
485 , 178551
487 , 180801
489 , 179707
491 , 176170
493 , 169732
495 , 163635
497 , 165170
499 , 163190
